RNF223	-0.180032871127121
C1orf159	-0.263814372103931
TTLL10	-0.700035157598782
TNFRSF18	-0.409125754996918
TNFRSF4	-0.409125754996918
SDF4	-0.440505858860529
B3GALT6	-0.409125754996918
C1QTNF12	-0.150736663391559
UBE2J2	-0.750076269991405
SCNN1D	-0.713481018847494
ACAP3	0.07100008347753
PUSL1	0.0201846307902394
CPTP	0.153375571017294
INTS11	0.136194368473771
TAS1R3	0.153375571017294
DVL1	0.246483721194061
MXRA8	0.279487950201939
AURKAIP1	0.321057823592919
CCNL2	0.292186216084777
MRPL20	0.264916443443984
TMEM88B	0.269952462713179
ANKRD65	0.223816987035366
VWA1	0.212782033469818
ATAD3C	0.230229854062956
ATAD3B	0.568715718355976
ATAD3A	1.89548731679469
TMEM240	1.89548731679469
SSU72	1.89548731679469
SLC35E2B	-0.0366096567701135
CDK11A	-0.391287391406453
SLC35E2A	0.0151299240018459
NADK	0.157734879609392
GNB1	0.749613346617525
CALML6	1.06638014751498
TMEM52	1.23380718386915
CFAP74	1.21595166670434
GABRD	-1.23365089422558
PRKCZ	2.45629298409709
PRKCZ-AS1	2.84109638615503
FAAP20	2.6796787764281
SKI	2.29870312228234
MORN1	2.44379880161475
RER1	2.0804852406274
PEX10	3.40428415436704
PLCH2	3.39949672592475
PANK4	0.927834985429032
HES5	1.12614492004514
TNFRSF14	1.54081472379216
PRXL2B	1.83289867140469
MMEL1	2.05069998882219
TTC34	2.06407298120808
ACTRT2	-1.24423141398207
PRDM16	2.15449736269889
ARHGEF16	0.887600523304593
MEGF6	0.469358960467471
TPRG1L	0.117586257172742
WRAP73	1.32070994302494
TP73	1.26591675269931
CCDC27	-0.180768589743165
SMIM1	-2.13319431880898
LRRC47	-2.04509917107829
CEP104	-1.25940051694449
DFFB	-0.986144174444374
C1orf174	-0.283933679312872
AJAP1	1.25201913347198
NPHP4	-0.440808461034437
KCNAB2	0.299587020349238
CHD5	0.128711186047628
RPL22	-0.171733455304313
RNF207	-0.274769536511769
ICMT	-0.732725003467336
HES3	-0.682122610378849
GPR153	-1.17413218755999
